gene_id,S00CWT11,S00D1D11,S00D2B11,S00D3911,S00D4711,S00D5511,S00XUN11
ENSG00000125869.8,2258,12,0,0,7,1,0
ENSG00000125870.9,1595,1390,1290,1481,1656,918,1029
ENSG00000125871.12,1227,720,498,876,845,783,587
ENSG00000125872.7,0,0,0,0,0,0,0
ENSG00000125875.12,1516,1010,907,972,1117,1367,1947
ENSG00000125877.11,939,763,877,861,823,1347,1118
ENSG00000125878.5,0,10,7,22,9,9,25
ENSG00000125879.4,0,1,0,1,0,0,0
ENSG00000125885.12,1190,876,627,731,1171,838,660
ENSG00000125888.13,0,0,0,0,0,0,0
ENSG00000125895.5,0,0,3,1,3,28,3
ENSG00000125898.11,285,183,33,51,261,484,296
ENSG00000125899.7,0,0,0,0,0,0,0
ENSG00000125900.11,1,187.03,6.16,1,64.94,4,3
ENSG00000125901.5,566,376,337,368,493,513,439
ENSG00000125903.4,0,0,0,0,0,0,0
ENSG00000125910.5,1102,929,293,589,1786,3295,2556
ENSG00000125912.9,1431,1835,745,1071,1489,2509,2089
ENSG00000125931.9,6,9,7,4,8,12,6
ENSG00000125944.17,11762,6370,5597,6852,6154,4384,4728
ENSG00000125945.13,787,311,431,780,538,896,946
ENSG00000125952.17,6109,2858,3115,2865,3038,3637,4660
ENSG00000125954.11,31.37,5.11,3.36,4.43,23.04,70.48,11.4
ENSG00000125962.13,725.66,616.58,879.34,885.44,878.71,833.85,615.48
ENSG00000125965.7,1,0,0,0,0,0,3
ENSG00000125966.9,1,0,0,1,0,4,2
ENSG00000125967.15,142,295,168,188,207,452,114
ENSG00000125968.8,5,277,104,184,180,396,180
ENSG00000125970.10,4127,4174,4128,3974,4108,4682,6406
ENSG00000125971.15,1115,708,575,670,782,863,878
ENSG00000125975.12,0,0,0,0,0,0,0
ENSG00000125977.6,2837.73,2979.14,2120.15,2506.46,3886.51,2505.74,2924.36
ENSG00000125991.17,3733,3435,3572,3665,3574,4588,4779
ENSG00000125995.14,519,592,424,488,709,689,505
ENSG00000125997.5,0,0,0,0,0,0,0
ENSG00000125998.7,1,0,0,1,0,0,0
ENSG00000125999.9,0,0,0,3,0,0,0
ENSG00000126001.14,2371,1316,1699,1602,1268,2356,3202
ENSG00000126003.6,931,1406,715,552,839,695,1012
ENSG00000126005.14,448.93,598.45,332.91,267.66,429.95,669.67,623.9
ENSG00000126010.5,6,12,5,5,4,12,7
ENSG00000126012.10,8395,7054,6448,6118,3971,6434,8192
ENSG00000126016.12,103,114,300,355,549,632,268
ENSG00000126062.3,664,609,365,502,617,775,742
ENSG00000126067.10,2281,2003,1705,1864,2538,1723,2019
ENSG00000126070.17,7075,4522,4705,6261,5522,4569,4837
ENSG00000126088.11,3159,1653,1195,1498,2388,2781,1774
ENSG00000126091.18,682,387,442,403,378,830,670
ENSG00000126106.12,172,101,88,161,79,109,16
ENSG00000126107.13,806,768,547,707,769,1631,1119
ENSG00000126214.19,4054.68,4325.04,4392.91,4677.94,5385.45,6868,7827.36
ENSG00000126215.12,423,389,234,211,495,609,464
ENSG00000126216.11,2614,2353,2277,2354,3566.44,2846.79,4177.52
ENSG00000126217.19,50,10,271,281,103,322,101
ENSG00000126218.10,0,0,1,0,0,0,1
ENSG00000126226.20,2331,1654,1338,1692,1921,1963,1975
ENSG00000126231.12,0,3,0,0,4,0,0
ENSG00000126233.1,0,0,0,0,0,0,0
ENSG00000126243.7,5,1,10,19,5,0,2
ENSG00000126246.8,244.18,1038.94,137.97,150.52,541.15,339.11,266.79
ENSG00000126247.9,4505,6820,1998,2481,3617,4133,5458
ENSG00000126249.6,142.83,99,78,129,134,178.32,101
ENSG00000126251.6,0,22.87,1.33,0,0,0,0
ENSG00000126254.10,980,893,458,511,724,1055,1150
ENSG00000126259.18,0,2,0,1,2,2,1
ENSG00000126261.11,5036,4519,3888,4270,5726,3315,3767
ENSG00000126262.4,0,1751,4,2,34,1,1
ENSG00000126264.8,1244,2098,891,1226,2356,1847,2121
ENSG00000126266.3,3,9,0,0,1,2,0
ENSG00000126267.7,2679,2623,1633,1880,3264,2894,2076
ENSG00000126337.12,0,3,0,0,0,0,0
ENSG00000126351.11,1426,544,731,872,552,852,2082
ENSG00000126353.3,212,175,6,10,52,6,14
ENSG00000126368.5,62,79,24,35,41,100,217
ENSG00000126391.12,1420,1105,621,796,1042,1638,1547
ENSG00000126432.12,615,2261,1254,1813,1915,1732,1601
ENSG00000126453.8,164,125,72,97,120,153,159
ENSG00000126456.14,1674,1713,855,899,1270,2394,2239
ENSG00000126457.19,3477.37,2265.98,2045.14,2480.35,3600.35,5133.19,3004.51
ENSG00000126458.3,13,317,13,14,254,213,105
ENSG00000126460.9,26,28,26,10,25,57,62
ENSG00000126461.13,454,350,238,287,393,807,1056
ENSG00000126464.12,606,276,291,344,509,1037,1487
ENSG00000126467.9,106,107,26,7,2,0,0
ENSG00000126500.3,0,6,0,0,0,9,3
ENSG00000126522.15,684.41,909.13,623.69,832.48,938.66,1888.45,335.07
ENSG00000126524.8,1465,2904,1786,1667.48,2306,1115,1663.58
ENSG00000126545.12,3,29,0,0,33,19,0
ENSG00000126549.8,0,1,0,0,0,0,0
ENSG00000126550.7,0,0,0,0,0,0,0
ENSG00000126561.15,11730.53,5055.5,3305.66,3351.34,4638.95,8334,8315.68
ENSG00000126562.15,6,2,1,2,3,15,14
ENSG00000126581.11,2455,2726,1677,1775,2305,2479,2142
ENSG00000126583.9,4,1,11,18,9,42,49
ENSG00000126602.9,1354,1028,412,537,1366,1664,952
ENSG00000126603.7,0,1,1,1,10,8,5
ENSG00000126653.14,811,713,843,825.82,787,709.87,888
ENSG00000126698.9,3077,2598,2081,2338,3448,2496,2132
ENSG00000126705.12,327,191,383,634,620,1913,3052
ENSG00000126709.13,180,6103,133,160,584,180,516
ENSG00000126733.19,1,0,0,0,0,0,0
ENSG00000126746.16,1470,1044,1017,1015,945,1346,2223
ENSG00000126749.13,1175.38,779.44,1009.66,955.69,832.11,903.7,1516.35
ENSG00000126752.7,0,0,0,0,0,0,0
ENSG00000126756.10,1813,1414,1328,1580,1834,1898,1875
ENSG00000126759.11,231,9428,1124,1691,4031,1145,1738
ENSG00000126767.16,1261,771,461,497,629,723,766
ENSG00000126768.11,702,598,349,384,725,657,558
ENSG00000126773.11,15176,4007,5462,8415,4493,4126,6321
ENSG00000126775.8,3819,1604,2136,2052,1547,1383,1591
ENSG00000126777.16,11494,9688,8911,12216,16343,11658,9176
ENSG00000126778.8,0,1,0,0,0,0,0
ENSG00000126785.11,0,0,0,0,0,0,0
ENSG00000126787.11,134,238,41,63,259,33,46
ENSG00000126790.10,510.02,474.46,400.81,642.39,799.68,948.13,568.1
ENSG00000126803.9,204,103,84,46,54,191,260
ENSG00000126804.12,5118,4278,3588,4918,5227,3180,2868
ENSG00000126814.6,239,255,300,525,397,221,271.05
ENSG00000126821.7,246,68,119,315,11,9,227
ENSG00000126822.14,471,931,525,525,585,1679,496
ENSG00000126838.8,0,0,0,0,1,5,0
ENSG00000126856.12,0,1,7,2,0,0,0
ENSG00000126858.15,2882.98,3336,2255,2934.85,4160.03,1703.98,2407.93
ENSG00000126860.10,645.38,7912.51,2739.31,3308.99,4162.05,687,815.82
ENSG00000126861.4,15,97,57,63,51,1,20
ENSG00000126870.14,1194,413,1404,1430,937,1343,1299
ENSG00000126878.11,26,678,54,316,954,1440,769
ENSG00000126882.11,4547,1710,1341,2082,2370,5046,4645
ENSG00000126883.15,3739,3708,3949,3716,4816,5491,5438
ENSG00000126890.13,0,0,2,0,0,0,0
ENSG00000126895.12,0,7,2,2,1,0,4
ENSG00000126903.14,1052,614,189,306,339,707,834
ENSG00000126934.12,1790.96,1620.99,889,972.95,1090,1996.96,2140.42
ENSG00000126945.8,3426.55,4688.88,2349.76,2909.32,3575,1734.79,1841
ENSG00000126947.10,80,165,468,641,321,197,410
ENSG00000126950.7,0,0,0,0,0,0,0
ENSG00000126952.15,0,0,0,2,0,0,0
ENSG00000126953.5,438,213,355,347,270,292,324
ENSG00000126970.14,151,103,399,401,259,268,373
ENSG00000127022.13,32905,27489,21264,33109,32054,16871,22257
ENSG00000127054.17,1741,1859,1118,1251,1557,2826,2483
ENSG00000127074.13,1,43,8,27,29,11,4
ENSG00000127080.8,443,412,306,418,356,544,489
ENSG00000127081.12,1270,1109,1721,1556,1414,1011,1160
ENSG00000127083.7,0,1,0,0,1,2,0
ENSG00000127084.16,1908,3049,1929,1752,3368,4020,3587
ENSG00000127124.12,149,1222,606,726,1038,825,578
ENSG00000127125.8,1141.31,1442.62,1093.53,1396.95,1560.22,1158.02,1139.4
ENSG00000127129.8,0,4,0,0,0,0,0
ENSG00000127152.16,389,285,17,16,98,21,37
ENSG00000127184.9,5292.98,4143,3608,3976.99,4889.97,2990.99,3347.99
ENSG00000127191.16,631,307,251,277,361,714,721
ENSG00000127220.5,125,185,56,79,175,237,288
ENSG00000127241.15,0,0,0,0,1,0,0
ENSG00000127249.13,211.98,16,101.95,78.23,134.44,174.09,89.54
ENSG00000127252.5,1,0,0,0,0,0,1
ENSG00000127311.8,2127,2003,2599,3203,2926,1922,2383
ENSG00000127314.16,11729.33,17073.15,10149.28,12385.92,13367.73,9170.93,10523.44
ENSG00000127318.9,0,0,0,0,0,0,0
ENSG00000127324.7,0,0,0,0,0,0,0
ENSG00000127325.17,1,2,2,4,0,0,0
ENSG00000127328.20,528.93,590,616.6,1090.62,108,18,578
ENSG00000127329.13,66,8,0,2,4,12,2
ENSG00000127334.10,2299,1425,2016,2559,2488,2163,2028
ENSG00000127337.5,838,531,584,713,620,386,442
ENSG00000127362.2,163,9,76,100,45,107,128
ENSG00000127364.3,378,28,122,200,86,198,240
ENSG00000127366.5,183,21,53,72,58,152,132
ENSG00000127377.7,1,1,1,1,1,1,2
ENSG00000127399.13,489,73,131,114,349,562,173
ENSG00000127412.5,29,8,3,4,0,0,1
ENSG00000127415.11,232,315,159,188,349,690,637
ENSG00000127418.13,65,633,296,425,589,1322,1930
ENSG00000127419.15,305,683,302,322,495,912,574
ENSG00000127423.9,115.95,131.63,73.24,127,172.56,118.05,42.1
ENSG00000127445.12,897,854,580,683,726,1056,1231
ENSG00000127452.7,537,566,401,408,491,603,853
ENSG00000127463.12,3176,2399,1779,2089,1983,2532,3356
ENSG00000127472.9,0,0,0,0,0,0,0
ENSG00000127481.13,33952.88,18697.17,18219.7,18819.52,22600.62,36447.84,32803.27
ENSG00000127483.16,12434,8835,6828,7335,6982,6788,7552
ENSG00000127507.16,3457.66,4355.72,4378.23,5137.87,5893.86,5382.76,11155.33
ENSG00000127511.8,724,1173,1065,1200,1174,2073,1880
ENSG00000127515.1,0,0,0,0,0,0,0
ENSG00000127526.12,1582,1518,1097,966,1152.99,1448,1258
ENSG00000127527.12,3386,1242,1147,947,1299,1956,1476
ENSG00000127528.5,202,3187,1883,1424,1244,719,8435
ENSG00000127529.7,0,0,0,0,0,0,0
ENSG00000127530.2,0,0,0,0,0,0,0
ENSG00000127533.3,11,7,7,4,8,29,2
ENSG00000127540.10,966,1542.32,508.15,749,1476.85,1254,949
ENSG00000127554.12,270,292,233,320,263,382,416
ENSG00000127561.13,1,11,1,2,3,6,0
ENSG00000127564.15,83,124,31,29,134,84,84
ENSG00000127578.6,16,8,3,7,6,25,35
ENSG00000127580.14,331,202,145,189,239,404,866
ENSG00000127585.10,2,1,2,0,5,3,6
ENSG00000127586.15,485,335,196,323,465,913,514
ENSG00000127588.4,0,0,0,0,0,0,0
ENSG00000127589.4,14.34,10.12,4.15,10.16,4.13,4.07,8.19
ENSG00000127603.22,96037,74084,88960,87309,187550,326211,116951
ENSG00000127616.16,4695,2594,2835,2838,3640,5989,5578
ENSG00000127663.13,1448,1550,1320,1320,1575,2820,3096
ENSG00000127666.9,150,657,71,82,284,288,200
ENSG00000127720.6,706,402,560,613,438,285,458
ENSG00000127743.5,0,0,0,0,1,0,0
ENSG00000127774.6,233,210,132,167,247,196,162
ENSG00000127780.3,0,0,0,0,0,0,0
ENSG00000127804.11,1871,1327,1432,1222,1636,1317,1835
ENSG00000127824.12,61,494,48,30,557,533,60
ENSG00000127831.9,4,5,4,3,12,13,8
ENSG00000127837.8,2570,2364,1462,1468,1818,2268,2591
ENSG00000127838.12,1844,1933,796,902,1575,2008,3527
ENSG00000127863.14,133,12,403,649,2,0,13
ENSG00000127870.15,3149,2305,2015,2659,2964,2087,2424
ENSG00000127884.4,1567,1659,782,827,1674,1997,1144
ENSG00000127903.13,5,0,12,18,15,36,142
ENSG00000127914.15,20332,16453,22838,25017,23113,19470,19944
ENSG00000127920.5,8,3,0,0,10,0,576
ENSG00000127922.8,1491,1569,1509,1722,1511,1056,801
ENSG00000127928.11,0,0,0,0,0,0,1
ENSG00000127946.15,954,4258,2394,2811,4968,4870,4163
ENSG00000127947.14,1704,3123,2136,2441,4786,1306,2233
ENSG00000127948.12,391,1075,394,381,1541,878,798
ENSG00000127951.5,426,44651,1179,546,13776,236,896
ENSG00000127952.15,774,739,737,846,686,1019,744
ENSG00000127954.11,7,74,1,1,29,0,1
ENSG00000127955.14,383,329,682,1149,7062,5849,1221
ENSG00000127957.15,452.07,264.79,336.75,369.97,353.4,860.55,672.21
ENSG00000127980.14,2496,1432,2921,3251,1882,1715,1571
ENSG00000127989.12,1238,596,864,1167,773,627,569
ENSG00000127990.14,2,1,2,0,0,0,0
ENSG00000127993.13,959,526,696,756,771,636,772
ENSG00000127995.15,2842,1504,1919,3309,1574,1050,1676
ENSG00000128000.14,2578.05,1343.15,1967.59,3049.54,1812.5,1987.31,2858.87
ENSG00000128011.4,48.17,61.11,21,41.1,62.31,55.8,406.12
ENSG00000128016.5,785,20593,1537,1112,6598,2332,6661
ENSG00000128039.9,368,781,644,774,559,566,939
ENSG00000128040.9,49,2650,5534,4034,144,331,445
ENSG00000128045.6,0,1,2,4,6,9,1
ENSG00000128050.7,5208.99,2793,3836.99,4304.99,5482.99,3427.99,3745.99
ENSG00000128052.8,2,0,0,1,0,0,0
ENSG00000128059.7,1871.98,1002,1172,1936,1720,1262,1393
ENSG00000128159.10,3856,3214,2850,2982,3010,8475,6258
ENSG00000128165.8,3,4,27,29,3,2,8
ENSG00000128185.8,558.74,675.31,434.34,556.23,773.24,864.82,509.13
ENSG00000128191.12,2056,1346.35,1454,1520,1280,1986,2216
ENSG00000128203.6,10,209,41,74,191,56,171
ENSG00000128218.7,6,3,1,2,7,7,7
ENSG00000128228.4,134,216,70,104,339,190,41
ENSG00000128242.11,4,0,1,1,2,5,8
ENSG00000128245.13,3120,2842,1333,1842,2712,3891,2789
ENSG00000128250.5,0,0,0,0,0,0,0
ENSG00000128253.12,3,20,1,0,0,0,1
ENSG00000128254.12,20,4,10,13,6,13,11
ENSG00000128262.7,0,6.49,2,2.82,0,7,2
ENSG00000128266.8,4,22,3,2,6,0,0
ENSG00000128268.11,3435,13,32,7,37,255,21
ENSG00000128271.18,77.12,997.84,86.11,77.82,228.88,260.63,157.74
ENSG00000128272.13,10699.95,10962.99,10898.43,9965.99,10694,15170,15150.97
ENSG00000128274.14,14,1,0,1,2,13,3
ENSG00000128276.9,0,0,1,0,0,0,0
ENSG00000128283.6,1,105,2,0,79,7,3
ENSG00000128284.18,513,1211,82,62,1585,1255,1230
ENSG00000128285.4,0,0,5,6,6,3,1
ENSG00000128294.14,2595,2187,1127,1609,1996,2474,3947
ENSG00000128298.15,11,3,6,10,9,11,25
ENSG00000128309.15,1554,711,684,863,774,1312,1545
ENSG00000128310.2,0,0,1,1,0,2,5
ENSG00000128311.12,765,467,412,576,411,474,170
ENSG00000128313.2,1,0,0,0,0,0,0
ENSG00000128322.6,7699.42,969,1323,1963,643,1314,2578
ENSG00000128335.12,682,685,458,354,731,968,1671
ENSG00000128340.13,5109,5271,1605,1885,3335,5763,7480
ENSG00000128342.4,19,44,67,51,30,38,36
ENSG00000128346.9,1,5,3,8,2,7,7
ENSG00000128383.11,2.05,6020.43,27.11,16,226.25,2,18.37
ENSG00000128394.15,240.51,156.28,188.68,200.42,208.54,220.79,479.4
ENSG00000128408.8,32,19,10,11,21,5,0
ENSG00000128422.14,0,92,29,160,6,19,4
ENSG00000128438.9,20,1,1,0,5,0,2
ENSG00000128463.11,1355,1183,952,1082,1200,1146,1103
ENSG00000128482.14,2,6,0,1,12,16,5
ENSG00000128487.15,2974,6150,2962,2307,7491,6463,5852
ENSG00000128510.9,0,0,0,0,2,0,0
ENSG00000128512.18,120,361,983,807,247,158,1164
ENSG00000128513.13,1605,1045,1241,1409,1830,1074,1317
ENSG00000128519.3,0,0,0,0,0,0,0
ENSG00000128524.4,764,1320,634,776,1315,1071,1063
ENSG00000128534.6,1989,1762,2049,2128,1551,1128,1574
ENSG00000128536.14,6,4,1,2,3,2,2
ENSG00000128563.12,885.15,850.2,777.53,718.2,769.39,1596.25,1467.29
ENSG00000128564.6,0,0,0,0,1,2,1
ENSG00000128567.15,96,37,125,81,88,65,179
ENSG00000128573.21,147,0,2,1,0,0,0
ENSG00000128578.8,16,58,106,139,138,142,32
ENSG00000128581.14,148,102,258,388,208,191,308
ENSG00000128585.16,9077,6634,7406,8116,11482,5518,6539
ENSG00000128590.4,849,728,763,1145,801,251,425
ENSG00000128591.14,0,1,14,10,27.77,304,27
ENSG00000128594.6,12,37,58,44,28,29,13
ENSG00000128595.15,2663,2314,2441,3482,2648,1351,1638
ENSG00000128596.15,112,208,653,850,656,1741,5
ENSG00000128602.8,12,14,154,152,177,319,315
ENSG00000128604.17,1564,3397,989,1145,2141,3428,3045
ENSG00000128606.11,24,38,136,180,25,44,12
ENSG00000128607.12,2593,1953,2602,2794,2212,1907,2917
ENSG00000128609.13,2008,1726,1623,2446,1303,752,870
ENSG00000128610.10,0,0,0,0,0,0,0
ENSG00000128617.2,0,0,0,1,0,0,0
ENSG00000128626.10,483,412,255,425,586,587,445
ENSG00000128641.16,97,184,1672,1583,415,257,17
ENSG00000128645.12,0,0,0,0,0,0,0
ENSG00000128652.10,0,0,0,0,0,0,0
ENSG00000128654.12,779,509,430,490,430,373,430
ENSG00000128655.15,0,6,0,1,2,0,0
ENSG00000128656.12,17,33,17,33,125,75,17
ENSG00000128683.12,257,10,3,2,12,57,1441
ENSG00000128692.8,28.59,14.76,13.74,9.56,11.48,6.26,10.65
ENSG00000128694.10,459,187,318,410,320,380,393
ENSG00000128699.12,3139,3913,2891,3784,3745,2574,1911
ENSG00000128708.11,1780,2679,2417,3356,4435,2269,2575
ENSG00000128709.11,0,0,0,0,0,0,0
ENSG00000128710.5,0,0,0,0,0,0,0
ENSG00000128713.12,0,0,0,0,0,0,0
ENSG00000128714.5,0,0,0,0,0,0,0
ENSG00000128731.14,15100.82,4578.19,6908.17,6949.79,6048.38,11045.16,15491.6
ENSG00000128739.19,2317.12,81.14,1158.54,630.85,1488.39,2479.4,3084.79
ENSG00000128789.19,1674,1503,1379,1561,2402,1474,1546
ENSG00000128791.10,2620,2007,1003,1902,1422,1027,921
ENSG00000128805.13,12,653,678,900,230,626,1401
ENSG00000128815.16,3117,7763,7872,7150,8959,12234,9409
ENSG00000128829.10,4590,4913,4197,4835,8141,6271,6325
ENSG00000128833.11,457,799,973,2263,1423,1163,5808
ENSG00000128849.10,1,20,12,7,2,0,0
ENSG00000128872.8,461,1277,1078,1730,1106,419,2480
ENSG00000128881.15,4561.67,4254.7,3694.55,3974.97,4674.52,3408.64,5629.06
ENSG00000128886.10,26,20,13.82,32,32,33,22.46
ENSG00000128891.14,1154,544,744,845,858,977,1038
ENSG00000128908.14,3378,3189,3409,3066,4611,4110,4110
ENSG00000128915.10,3944,2851,3335,4188,4176,3014,2831
ENSG00000128917.6,3,1,11,18,1,9,6
ENSG00000128918.13,1,15,5,0,17,5,0
ENSG00000128923.9,1641,1257,1334,2300,990,867,1173
ENSG00000128928.7,2326,1489,1515,1753,1781,2667,2081
ENSG00000128944.12,410,264,262,280,446,343,379
ENSG00000128951.12,2188,1734,1206,1788,1775,1198,1514
ENSG00000128965.10,2,5,8,31,9,6,11
ENSG00000128973.10,1039,693.91,451,462,561,872,653
ENSG00000128989.9,8322,7649,8261,9351,6867,3844,4936
ENSG00000129003.14,35046,36639,38796,42748,49090,32147,49855
ENSG00000129007.13,684,1077.68,316,416,910,1028,324
ENSG00000129009.11,0,1,0,0,0,0,0
ENSG00000129028.7,0,8,11,44,0,0,0
ENSG00000129038.14,1,10,0,2,0,0,0
ENSG00000129048.6,6,6,10,14.77,17,6,18
ENSG00000129055.11,1306,1175,1003,1103,1120,644,792
ENSG00000129071.8,2779,2211,1625,2059,3146,2095,2931
ENSG00000129083.11,7298.91,6528.61,7258.98,8350.53,11655.18,6813.75,6729.67
ENSG00000129084.16,4921.75,5412.4,4561.86,5053.05,5750.36,4091.21,3867.25
ENSG00000129103.16,2973,3175,2579,2453,1690,2565,3176
ENSG00000129116.16,36,108,17,9,19,2,203
ENSG00000129128.11,9351,11973,6862,11901,8582,3375,3784
ENSG00000129151.7,0,0,0,0,0,0,0
ENSG00000129152.3,0,0,0,0,0,0,0
ENSG00000129158.9,170,342.57,507.35,507,353,345.94,479
ENSG00000129159.6,0,0,0,0,0,0,0
ENSG00000129167.8,88,69.48,234.19,222,28,53.92,52
ENSG00000129170.7,0,0,0,1,0,0,0
ENSG00000129173.11,48,189,36,132,92,95,86
ENSG00000129187.13,1850,1567,1164,1415,1520,1859,1537
ENSG00000129194.6,5,3,2,2,2,3,9
ENSG00000129195.14,10,9,2,7,7,1,10
ENSG00000129197.13,2809,1398,2351,1873,1748,2506,1921
ENSG00000129204.15,24.43,16.14,13.46,14.2,10.12,11.96,57.11
ENSG00000129214.13,3,0,6,7,2,6,6
ENSG00000129219.12,18,365,40,45,736,717,88
ENSG00000129221.13,0,0,0,0,0,0,0
ENSG00000129226.12,321.16,10651.99,353.03,379.86,3461.15,374.7,514.96
ENSG00000129235.9,498,628,679,653,795,561,417
ENSG00000129244.7,3,0,0,0,0,0,4
ENSG00000129245.10,1335,633,468,687,566,1138,1383
ENSG00000129250.10,193,1041,212,235,533,445,76
ENSG00000129255.13,1728,1591,1082,1388,2013,1732,1325
ENSG00000129292.19,6737,7125,5255,8662,6978,4537,4594
ENSG00000129295.7,73,123,247,249,241,187,138
ENSG00000129315.8,4760,3920,5064,4813,5118,3199,3910
ENSG00000129317.13,5121,2974,3158,5143,3528,2761,2236
ENSG00000129347.18,2087,1351,985,1132,784,1527,2689
ENSG00000129351.16,13876,10364,9833,8106,8635,12352,12832
ENSG00000129353.13,2500,621,420,274,1114,952,283
ENSG00000129354.10,1,0,0,0,1,3,0
ENSG00000129355.6,401,1325,184,325,446,199,609
ENSG00000129422.12,10,9,6,8,2,0,0
ENSG00000129437.8,0,2,0,1,6,6,0
ENSG00000129450.7,11,762,20,21,864,27,7
ENSG00000129451.10,0,0,0,0,0,0,0
ENSG00000129455.14,0,0,0,0,0,0,0
ENSG00000129460.14,1426,1131,1447,1253,1566,1173,1197
ENSG00000129465.14,257.72,1076,725.65,818.77,755.12,1489.36,655.14
ENSG00000129467.12,40,200,187.61,216.81,82.76,162.48,435.76
ENSG00000129472.11,2249,921,1285,1375,1040,961,1066
ENSG00000129473.8,1292.33,1106.77,1222.24,1247.84,960.81,1181.43,1289.21
ENSG00000129474.14,10,17,38,49,97,335,76
ENSG00000129480.11,904.28,557.25,409.16,552.32,442.08,382.63,606.07
ENSG00000129484.12,727,350,593,633,637,514,573
ENSG00000129493.13,2015.77,1545.83,1452.44,1736.12,2397.49,1753.26,1913.26
ENSG00000129514.5,0,3,1,0,0,0,1
ENSG00000129515.17,2575.95,3799.1,2679.76,3205,4524.79,1961.79,1903.95
ENSG00000129518.7,1304,1184,1364,1470,1563,1089,1143
ENSG00000129521.12,17,2,13,26,0,0,0
ENSG00000129534.12,10796,6818,9823,9346,10903,5557,8267
ENSG00000129535.11,66,32,46,46,23,47,78
ENSG00000129538.12,85,205,4,0,55,0,1
ENSG00000129559.11,2025.24,2395.54,1327.81,1615.3,2260.54,2008,1683.18
ENSG00000129562.9,2200,1866,3250,4435,2239,1569,1395
ENSG00000129566.11,5160,5625,4440,4912,5465,8530,6748
ENSG00000129595.11,70,9,2,4,3,2,14
ENSG00000129596.4,0,1,11,1,2,0,5
ENSG00000129625.11,1788,1957,871,1418,2340,896,1154
ENSG00000129636.11,2363,2690,1849.18,2279,2632,2180,2175
ENSG00000129646.12,134,92,200,255,166,272,256
ENSG00000129654.7,79,3,4,14,3,6,6
ENSG00000129657.13,2281.96,2422.52,1266.28,1281.68,3105.21,2327.99,1745.3
ENSG00000129667.11,377,1623,239,233,1142,1544,1265
ENSG00000129673.8,4,0,1,2,0,1,0
ENSG00000129675.14,17051,10077,9370,9286,11768,10825,15148
ENSG00000129680.14,1354,1233,1589,1843,1725,1559,1586
ENSG00000129682.12,0,9,0,2,0,0,0
ENSG00000129691.14,2885,1521,1346,1499,1591,1701,2030
ENSG00000129696.11,522,262,297,365,503,585,480
ENSG00000129744.2,0,0,0,0,0,0,0
ENSG00000129749.3,116,32,27,63,28,59.79,34
ENSG00000129757.11,433,275,133,344,221,698,60
ENSG00000129810.13,130,148,60,104,177,67,68
ENSG00000129816.5,0,0,0,0,0,0,0
ENSG00000129824.14,0,0,2,0,6757,5630,10937
ENSG00000129845.5,0,0,0,0,0,0,0
ENSG00000129862.6,0,0,0,0,0,0,0
ENSG00000129864.6,0,0,0,0,0,0,0
ENSG00000129873.6,0,0,0,0,0,0,0
ENSG00000129910.6,1,0,0,1,0,0,0
ENSG00000129911.7,559,440,197,302,298,491,1031
ENSG00000129925.9,965,1216,332,598,838,1513,1311
ENSG00000129932.6,146,101,40,72,159,189,130
ENSG00000129933.19,2911,2136,1856,1723,2074,3108,3602
ENSG00000129946.9,0,0,0,0,0,0,0
ENSG00000129951.17,34,458,741,1210,10,2,80
ENSG00000129965.12,0,0,0,0,0,0,0
ENSG00000129968.14,1176.76,1403.81,449.64,623.91,1221.43,1333.13,1394.43
ENSG00000129988.5,1,2,3,0,0,0,2
ENSG00000129990.13,0,0,1,1,0,0,0
ENSG00000129991.11,3,0,0,0,2,0,10.69
ENSG00000129993.13,1242,429,467,550,835,2389,1822
ENSG00000130005.10,279,183,107,90,251,379,183
ENSG00000130021.12,227,463,227,316,324,113,201
ENSG00000130023.14,1036,911,1224,1400,1147,1190,1113
ENSG00000130024.13,3641.18,2339.01,3195,4198,2899.01,2269.03,2441
ENSG00000130032.14,0,0,0,0,0,0,0
ENSG00000130035.5,35.6,10.11,29.09,21.51,20.32,25.54,2
ENSG00000130037.4,0,2,0,0,8,2,0
ENSG00000130038.8,1339.01,1118,1312,1095,1570,3060.01,2760
ENSG00000130045.14,0,2,0,1,0,0,0
ENSG00000130052.12,144,807,22,74,766,1569,522
ENSG00000130054.4,0,0,1,0,0,0,0
